YearStart,YearEnd,LocationDesc,Datasource,Topic,Question,Data_Value_Unit,Data_Value_Type,Stratification1,StratificationCategory2,Stratification2,LocationID,TopicID,QuestionID,StratificationID1,StratificationID2,target
2016,2016,Connecticut,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",9,TCC02,Q31,5064,WHT,1
2019,2022,Louisiana,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Male,22,TCC04,Q42,65PLUS,MALE,1
2022,2022,Oregon,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Female,41,TCC01,Q30,65PLUS,FEMALE,0
2017,2017,Oregon,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,41,TCC01,Q30,5064,MALE,0
2019,2019,Missouri,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,,,29,TCC04,Q42,5064,OVERALL,1
2017,2017,Utah,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Male,49,TCC03,Q41,AGE_OVERALL,MALE,0
2016,2016,Midwest,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Female,9002,TCC03,Q41,65PLUS,FEMALE,0
2019,2019,Mississippi,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Male,28,TCC03,Q41,AGE_OVERALL,MALE,1
2018,2018,New Jersey,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,,,34,TCC01,Q30,5064,OVERALL,0
2019,2022,"United States, DC & Territories",BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,Asian/Pacific Islander,59,TCC03,Q41,5064,ASN,1
2019,2022,Oklahoma,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Sex,Male,40,TCC04,Q42,5064,MALE,1
2019,2019,Alabama,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Male,1,TCC03,Q41,AGE_OVERALL,MALE,1
2016,2016,"United States, DC & Territories",BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,Native Am/Alaskan Native,59,TCC03,Q41,AGE_OVERALL,NAA,1
2015,2015,Mississippi,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",28,TCC02,Q31,65PLUS,WHT,1
2021,2021,Oklahoma,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,40,TCC01,Q30,5064,NAA,0
2015,2015,Hawaii,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Female,15,TCC03,Q41,65PLUS,FEMALE,0
2020,2020,Hawaii,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Female,15,TCC03,Q41,5064,FEMALE,1
2020,2020,Washington,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Male,53,TCC02,Q31,5064,MALE,1
2015,2015,Colorado,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,8,TCC01,Q30,5064,MALE,0
2019,2022,West Virginia,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Male,54,TCC04,Q42,AGE_OVERALL,MALE,1
2018,2018,Oregon,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",41,TCC02,Q31,5064,WHT,1
2021,2021,Oregon,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Male,41,TCC01,Q30,AGE_OVERALL,MALE,0
2016,2016,Idaho,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Female,16,TCC03,Q41,5064,FEMALE,0
2020,2020,South,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Female,9003,TCC02,Q31,AGE_OVERALL,FEMALE,1
2020,2020,District of Columbia,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,"Black, non-Hispanic",11,TCC01,Q30,AGE_OVERALL,BLK,0
2020,2020,Midwest,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,Hispanic,9002,TCC02,Q31,65PLUS,HIS,1
2019,2022,Northeast,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,"Black, non-Hispanic",9001,TCC01,Q30,5064,BLK,0
2019,2022,New York,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,,,36,TCC03,Q41,65PLUS,OVERALL,1
2016,2016,Midwest,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,Asian/Pacific Islander,9002,TCC03,Q41,5064,ASN,0
